Channel,file generation,SALEDATE,NO.,BRAN_NAME,NO2,EAN,PRODUCT DES,SHORT_DESC,Region,Category,ITEM_DESC_SECONDARY,GROUP2,BRAND TBASE,COMP ,COLOR_DESC,SIZE_DESC,Sales QTY,SALRRP,TAX,SALNOT,SALMRP
Lifestyle,04-03-2025 10:45,01-Mar-25,1347,LS C21 Mall Indore,1118,9038,SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,NAVY,34,1,1799,192.76,1606.24,1799
Lifestyle,04-03-2025 10:45,01-Mar-25,1348,Ahmedabad-Alpha One Mall,1119,9039,ELASTIC WAIST BAND CHINO SHORTS,APP 008,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,28,1,1799,192.76,1606.24,1799
Lifestyle,04-03-2025 10:45,01-Mar-25,1349,Elante-Chandigarh,1120,9040,GEO PRINTED CHINO SHORTS,APP 009,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,34,1,1799,192.76,1606.24,1799
Lifestyle,04-03-2025 10:45,01-Mar-25,1350,Kingston - Goregaon,1121,9041,SHORTS,APP 010,West,Bottomwear,Cargo Trouser,Woven,A1,A2,NAVY,34,1,1799,192.76,1606.24,1799
Lifestyle,04-03-2025 10:45,01-Mar-25,1351,LS C21 Mall Indore,1122,9042,ELASTIC WAIST BAND CHINO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,34,1,1799,192.76,1606.24,1799
Lifestyle,04-03-2025 10:45,01-Mar-25,1352,LS-The Forum Thomsun Mall-Ernakulam,1123,9043,ELASTIC WAIST BAND CHINO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,32,1,1529.15,163.84,1365.31,1799
Lifestyle,04-03-2025 10:45,01-Mar-25,1353,LS-Reach Airia Mall-Gurugram,1124,9044,CHINO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,32,1,1699,182.04,1516.96,1699
Centro,04-03-2025 10:45,02-Apr-25,1354,Express Avenue - Chennai,1125,9045,OVERDYED CARGO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BROWN,34,1,2299,246.32,2052.68,2299
Centro,04-03-2025 10:45,02-Apr-25,1355,Pacific Dehradun,1126,9046,LINEN LOOK  CARGO POCKET PANT,APP 005,West,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,34,1,2699,289.18,2409.82,2699
Centro,04-03-2025 10:45,02-Apr-25,1356,Waltair Uplands-Vizag-LS,1127,9047,PELICAN  PRINTED CHINO SHORTS,APP 006,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLUE,38,1,1799,192.76,1606.24,1799
Centro,04-03-2025 10:45,02-Apr-25,1357,LS-Sparkle One Mall of Asia-BLR,1128,9048,LINEN LOOK  CARGO POCKET PANT,APP 007,West,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,36,1,2699,289.18,2409.82,2699
Centro,04-03-2025 10:45,02-Apr-25,1358,Pacific Dehradun,1129,9049,OVERDYED CARGO PANTS,APP 008,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3399,364.18,3034.82,3399
Centro,04-03-2025 10:45,02-Apr-25,1359,LS-Mall of millennium-Wakad-Pune,1130,9050,GEO PRINTED CHINO SHORTS,APP 009,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,28,-1,-1544.28,-165.46,-1378.82,-1799
Centro,04-03-2025 10:45,02-Apr-25,1360,Inorbit - Cyberabad,1131,9051,CARGO SHORTS,APP 010,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,40,1,2199,235.6,1963.4,2199
Centro,04-03-2025 10:45,02-Apr-25,1361,Elante-Chandigarh,1132,9052,OVERDYED CARGO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREY,32,1,1902.54,203.84,1698.7,2299
Centro,04-03-2025 10:45,02-Apr-25,1362,MBD Neopolis - Ludhiana,1133,9053,CHINO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,32,1,1453.81,155.76,1298.05,1699
mbo,04-03-2025 10:45,02-Apr-25,1363,LS-The Forum Thomsun Mall-Ernakulam,1134,9054,ELASTIC WAIST BAND CHINO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,34,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1364,My Home - Hyderabad,1135,9055,ELASTIC WAIST BAND CHINO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,36,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1365,LS-Vagas Mall-New Delhi,1136,9056,ELASTIC WAIST BAND CHINO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,36,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1366,Express Avenue - Chennai,1137,9057,OVERDYED CARGO SHORTS,APP 006,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,34,1,2299,246.32,2052.68,2299
mbo,04-03-2025 10:45,02-Apr-25,1367,Express Avenue - Chennai,1138,9058,HALF SLEEVE PRINTED SHIRT,APP 007,West,Topwear,Shirt,Printed,A1,A2,BLUE,L,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1368,Z Square - Kanpur,1139,9059,CHINO SHORTS,APP 008,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,30,0,0,0,0,0
mbo,04-03-2025 10:45,02-Apr-25,1369,Phoenix Market City Velachery,1140,9060,HALF SLEEVE PRINTED SHIRT,APP 009,West,Topwear,Shirt,Printed,A1,A2,BLUE,M,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1370,LS DLF Mall-Noida,1141,9061,OVERDYED CARGO SHORTS,APP 010,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BROWN,36,1,2049,219.54,1829.46,2299
mbo,04-03-2025 10:45,02-Apr-25,1371,Citi Centre- Rohini,1142,9062,ELASTIC WAIST BAND CHINO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,28,1,1658.68,177.72,1480.96,1799
SIS,04-03-2025 10:45,02-Apr-25,1372,LS DLF Mall-Noida,1143,9063,OVERDYED CARGO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,36,1,2049,219.54,1829.46,2299
SIS,04-03-2025 10:45,02-Apr-25,1373,Runwal - Mulund,1144,9064,PELICAN  PRINTED CHINO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLUE,34,1,1799,192.76,1606.24,1799
SIS,04-03-2025 10:45,02-Apr-25,1374,Elante-Chandigarh,1145,9065,CHINO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,34,1,1699,182.04,1516.96,1699
SIS,04-03-2025 10:45,02-Apr-25,1375,MGF - Jaipur,1146,9066,CHINO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,30,1,1699,182.04,1516.96,1699
SIS,04-03-2025 10:45,02-Apr-25,1376,Citi Centre- Rohini,1147,9067,LINEN LOOK  CARGO POCKET PANT,APP 006,West,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,32,1,2699,289.18,2409.82,2699
SIS,04-03-2025 10:45,02-Apr-25,1377,Brook Field - Cbt,1148,9068,GEO PRINTED CHINO SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
SIS,04-03-2025 10:45,02-Apr-25,1378,Inorbit - Cyberabad,1149,9069,ELASTIC WAIST BAND CHINO SHORTS,APP 008,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,36,1,1799,192.76,1606.24,1799
SIS,04-03-2025 10:45,02-Apr-25,1379,LS-The Forum Thomsun Mall-Ernakulam,1150,9070,ELASTIC WAIST BAND CHINO SHORTS,APP 009,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,32,1,1529.15,163.84,1365.31,1799
SIS,04-03-2025 10:45,02-Apr-25,1380,Oasis - Bangalore,1151,9071,GEO PRINTED CHINO SHORTS,APP 010,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
EBO,04-03-2025 10:45,02-Apr-25,1381,Phoenix Market City-LS-PUNE,1152,9072,CARGO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,36,1,2199,235.6,1963.4,2199
EBO,04-03-2025 10:45,02-Apr-25,1382,Elante-Chandigarh,1153,9073,CARGO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,34,1,2199,235.6,1963.4,2199
EBO,04-03-2025 10:45,02-Apr-25,1383,Phoenix Market City Velachery,1154,9074,OVERDYED CARGO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,34,1,2299,246.32,2052.68,2299
EBO,04-03-2025 10:45,02-Apr-25,1384,LS-Mall of millennium-Wakad-Pune,1155,9075,ELASTIC WAIST BAND CHINO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,28,-1,-1544.28,-165.46,-1378.82,-1799
EBO,04-03-2025 10:45,02-Apr-25,1385,LS-Mall of millennium-Wakad-Pune,1156,9076,OVERDYED CARGO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,NAVY,34,1,2299,246.32,2052.68,2299
EBO,04-03-2025 10:45,02-Apr-25,1386,LS-Mall of millennium-Wakad-Pune,1157,9077,ELASTIC WAIST BAND CHINO SHORTS,APP 006,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
EBO,04-03-2025 10:45,02-Apr-25,1387,Inorbit - Cyberabad,1158,9078,PELICAN  PRINTED CHINO SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,LIGHT BLUE,36,1,1799,192.76,1606.24,1799
EBO,04-03-2025 10:45,02-Apr-25,1388,Citi Centre- Rohini,1159,9079,CARGO PANT,APP 008,West,Bottomwear,Pant,5 Pocket,A1,A2,BLACK,30,1,2488.48,266.62,2221.86,2699
EBO,04-03-2025 10:45,02-Apr-25,1389,Pacific - Khayala,1160,9080,ELASTIC WAIST BAND CHINO SHORTS,APP 009,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,32,1,1799,192.76,1606.24,1799
Eomm,04-03-2025 10:45,02-Apr-25,1390,LS-PMC-Indore,1161,9081,COTTON LYCRA CARGO PANT,APP 010,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,34,1,3113.27,333.56,2779.71,3199
Eomm,04-03-2025 10:45,02-Apr-25,1391,Kingston - Goregaon,1162,9082,ELASTIC WAIST BAND CHINO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,38,1,1799,192.76,1606.24,1799
Eomm,04-03-2025 10:45,02-Apr-25,1392,Brook Field - Cbt,1163,9083,CHINO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,32,1,1699,182.04,1516.96,1699
Eomm,04-03-2025 10:45,02-Apr-25,1393,LS DLF Mall-Noida,1164,9084,OVERDYED CARGO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,NAVY,32,1,2299,246.32,2052.68,2299
Eomm,04-03-2025 10:45,02-Apr-25,1394,Elante-Chandigarh,1165,9085,OVERDYED CARGO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREY,34,1,2299,246.32,2052.68,2299
Eomm,04-03-2025 10:45,02-Apr-25,1395,Inorbit - Cyberabad,1166,9086,OVERDYED CARGO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,NAVY,40,1,2299,246.32,2052.68,2299
Eomm,04-03-2025 10:45,02-Apr-25,1396,LS DLF Mall-Noida,1167,9087,ELASTIC WAIST BAND CHINO SHORTS,APP 006,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,32,1,1799,192.76,1606.24,1799
Eomm,04-03-2025 10:45,02-Apr-25,1397,LS-Mall of millennium-Wakad-Pune,1168,9088,CHINO SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,32,1,1699,182.04,1516.96,1699
Lifestyle,04-03-2025 10:45,02-Apr-25,1398,MBD Neopolis - Ludhiana,1169,9089,ELASTIC WAIST BAND CHINO SHORTS,APP 008,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,32,1,1539.38,164.94,1374.44,1799
Lifestyle,04-03-2025 10:45,02-Apr-25,1399,LS DLF Mall-Noida,1170,9090,OVERDYED CARGO PANTS,APP 009,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,30,1,3399,364.18,3034.82,3399
Lifestyle,04-03-2025 10:45,02-Apr-25,1400,Phoenix Market City-LS-PUNE,1171,9091,GEO PRINTED CHINO SHORTS,APP 010,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,32,1,1529.15,163.84,1365.31,1799
Lifestyle,04-03-2025 10:45,02-Apr-25,1401,Express Avenue - Chennai,1172,9092,CARGO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,34,1,2199,235.6,1963.4,2199
Lifestyle,04-03-2025 10:45,02-Apr-25,1402,Runwal - Mulund,1173,9093,CHINO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,34,1,1699,182.04,1516.96,1699
Lifestyle,04-03-2025 10:45,02-Apr-25,1403,MGF - Jaipur,1174,9094,PELICAN  PRINTED CHINO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLUE,28,1,1799,192.76,1606.24,1799
Lifestyle,04-03-2025 10:45,02-Apr-25,1404,LS-VR Mall-Nagpur,1175,9095,ELASTIC WAIST BAND CHINO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,30,1,1799,192.76,1606.24,1799
Lifestyle,04-03-2025 10:45,02-Apr-25,1405,Pacific - Khayala,1176,9096,CHINO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,34,1,1699,182.04,1516.96,1699
Lifestyle,04-03-2025 10:45,02-Apr-25,1406,Sarath City Mall-Hyderabad-LS,1177,9097,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 006,West,Topwear,Shirt,Printed,A1,A2,GREEN,XL,1,1799,192.76,1606.24,1799
Centro,04-03-2025 10:45,02-Apr-25,1407,MBD Neopolis - Ludhiana,1178,9098,CHINO SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,38,1,1453.81,155.76,1298.05,1699
Centro,04-03-2025 10:45,02-Apr-25,1408,LS-Gaur City Mall-Noida,1179,9099,COTTON LYCRA CARGO PANT,APP 008,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3199,342.76,2856.24,3199
Centro,04-03-2025 10:45,02-Apr-25,1409,Phoenix Market City Velachery,1180,9100,GEO PRINTED CHINO SHORTS,APP 009,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,32,1,1799,192.76,1606.24,1799
Centro,04-03-2025 10:45,02-Apr-25,1410,Mantri - Bangalore,1181,9101,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 010,West,Topwear,Shirt,Printed,A1,A2,GREEN,XL,1,1799,192.76,1606.24,1799
Centro,04-03-2025 10:45,02-Apr-25,1411,Elante-Chandigarh,1182,9102,OVERDYED CARGO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,32,1,1902.54,203.84,1698.7,2299
Centro,04-03-2025 10:45,02-Apr-25,1412,Ahmedabad-Alpha One Mall,1183,9103,ELASTIC WAIST BAND CHINO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,40,1,1799,192.76,1606.24,1799
Centro,04-03-2025 10:45,02-Apr-25,1413,LS Cosmos Mall Agra,1184,9104,OVERDYED CARGO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,34,1,2299,246.32,2052.68,2299
Centro,04-03-2025 10:45,02-Apr-25,1414,Elante-Chandigarh,1185,9105,OVERDYED CARGO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,34,1,2299,246.32,2052.68,2299
Centro,04-03-2025 10:45,02-Apr-25,1415,Trilium-Amritsar,1186,9106,GEO PRINTED CHINO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,34,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1416,MGF - Jaipur,1187,9107,SHORTS,APP 006,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREY,28,1,1499,160.6,1338.4,1799
mbo,04-03-2025 10:45,02-Apr-25,1417,Pacific Dehradun,1188,9108,GEO PRINTED CHINO SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,30,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1418,Viva City-Thane,1189,9109,LINEN LOOK  CARGO POCKET PANT,APP 008,West,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,28,1,2699,289.18,2409.82,2699
mbo,04-03-2025 10:45,02-Apr-25,1419,Inorbit - Cyberabad,1190,9110,CARGO PANT,APP 009,West,Bottomwear,Pant,5 Pocket,A1,A2,BLACK,30,1,2699,289.18,2409.82,2699
mbo,04-03-2025 10:45,02-Apr-25,1420,MBD Neopolis - Ludhiana,1191,9111,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 010,West,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,1799,192.76,1606.24,1799
mbo,04-03-2025 10:45,02-Apr-25,1421,LS-Mall of millennium-Wakad-Pune,1192,9112,CHINO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,28,-1,-1458.44,-156.26,-1302.18,-1699
mbo,04-04-2025 10:42,03-Apr-25,1422,MBD Neopolis - Ludhiana,1193,9113,OVERDYED CARGO PANTS,APP 002,West,Bottomwear,Pant,5 Pocket,A1,A2,GREY,36,1,3024,324,2700,3399
mbo,04-04-2025 10:42,03-Apr-25,1423,Runwal - Mulund,1194,9114,CARGO SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BROWN,36,1,1819.4,194.94,1624.46,2199
mbo,04-04-2025 10:42,03-Apr-25,1424,Runwal - Ghatkopar,1195,9115,SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREY,34,1,1549,165.96,1383.04,1799
SIS,04-04-2025 10:42,03-Apr-25,1425,MGF - Jaipur,1196,9116,ELASTIC WAIST BAND CHINO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
SIS,04-04-2025 10:42,03-Apr-25,1426,LS-Mall of millennium-Wakad-Pune,1197,9117,CARGO SHORTS,APP 006,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,36,1,2199,235.6,1963.4,2199
SIS,04-04-2025 10:42,03-Apr-25,1427,Trilium-Amritsar,1198,9118,CARGO SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,32,-1,-2110.29,-226.1,-1884.19,-2199
SIS,04-04-2025 10:42,03-Apr-25,1428,Express Avenue - Chennai,1199,9119,CHINO SHORTS,APP 008,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BLACK,28,1,1599,171.32,1427.68,1699
SIS,04-04-2025 10:42,03-Apr-25,1429,LS-DSL Abacus -Hyderabad,1200,9120,SHORTS,APP 009,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREY,32,1,1799,192.76,1606.24,1799
SIS,04-04-2025 10:42,03-Apr-25,1430,MBD Neopolis - Ludhiana,1201,9121,OVERDYED CARGO PANTS,APP 010,West,Bottomwear,Pant,5 Pocket,A1,A2,GREY,34,1,3024,324,2700,3399
SIS,04-04-2025 10:42,03-Apr-25,1431,LS-Prestige Shantinketan-Bangalore,1202,9122,ELASTIC WAIST BAND CHINO SHORTS,APP 001,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREEN,36,1,1549,165.96,1383.04,1799
SIS,04-04-2025 10:42,03-Apr-25,1432,Gopalan Signature Mall-Bangalore,1203,9123,OVERDYED CARGO SHORTS,APP 002,West,Bottomwear,Cargo Trouser,Woven,A1,A2,GREY,36,1,2069.1,221.68,1847.42,2299
SIS,04-04-2025 10:42,03-Apr-25,1433,Citi Centre- Rohini,1204,9124,SHORTS,APP 003,West,Bottomwear,Cargo Trouser,Woven,A1,A2,NAVY,32,1,1746.57,187.14,1559.43,1799
EBO,04-04-2025 10:42,03-Apr-25,1434,Ahmedabad-Alpha One Mall,1205,9125,CHINO SHORTS,APP 004,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,40,1,1699,182.04,1516.96,1699
EBO,04-04-2025 10:42,03-Apr-25,1435,Vega City Mall-LS-BLR,1206,9126,CHINO SHORTS,APP 005,West,Bottomwear,Cargo Trouser,Woven,A1,A2,BEIGE,30,1,1699,182.04,1516.96,1699
EBO,04-04-2025 10:42,03-Apr-25,1436,RMZ Gallaria-Bangalore-LS,1207,9127,OVERDYED CARGO SHORTS,APP 006,West,Bottomwear,Cargo Trouser,Woven,A1,A2,OLIVE,30,1,2006.61,215,1791.61,2299
EBO,04-04-2025 10:42,03-Apr-25,1437,RMZ Gallaria-Bangalore-LS,1208,9128,GEO PRINTED CHINO SHORTS,APP 007,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,30,1,1570.2,168.24,1401.96,1799
EBO,04-04-2025 10:42,03-Apr-25,1438,MBD Neopolis - Ludhiana,1209,9129,GEO PRINTED CHINO SHORTS,APP 008,West,Bottomwear,Cargo Trouser,Woven,A1,A2,WHITE,38,1,1544.28,165.46,1378.82,1799
EBO,04-04-2025 10:42,03-Apr-25,1439,MBD Neopolis - Ludhiana,1210,9130,ELASTIC WAIST BAND CHINO SHORTS,APP 009,West,Topwear,Jacket,Woven,A1,A2,WHITE,38,1,1544.28,165.46,1378.82,1799
EBO,04-04-2025 10:42,03-Apr-25,1440,Runwal - Mulund,1211,9131,COTTON LYCRA CARGO PANT,APP 010,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,36,1,2646.78,283.58,2363.2,3199
EBO,04-04-2025 10:42,03-Apr-25,1441,LS-The Forum Thomsun Mall-Ernakulam,1212,9132,CHINO SHORTS,APP 001,West,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1699,182.04,1516.96,1699
EBO,04-04-2025 10:42,03-Apr-25,1442,LS-The Forum Thomsun Mall-Ernakulam,1213,9133,CARGO SHORTS,APP 002,West,Topwear,Jacket,Woven,A1,A2,BROWN,38,1,2199,235.6,1963.4,2199
Eomm,04-04-2025 10:42,03-Apr-25,1443,Elante-Chandigarh,1214,9134,CHINO SHORTS,APP 003,West,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1699,182.04,1516.96,1699
Eomm,04-04-2025 10:42,03-Apr-25,1444,LS-Prestige Shantinketan-Bangalore,1215,9135,ELASTIC WAIST BAND CHINO SHORTS,APP 004,West,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1549,165.96,1383.04,1799
Eomm,04-04-2025 10:42,03-Apr-25,1445,Oasis - Bangalore,1216,9136,ELASTIC WAIST BAND CHINO SHORTS,APP 005,West,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
Eomm,04-04-2025 10:42,03-Apr-25,1446,LS-Gaur City Mall-Noida,1217,9137,OVERDYED CARGO SHORTS,APP 006,West,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,2299,246.32,2052.68,2299
Eomm,04-04-2025 10:42,03-Apr-25,1447,Ahmedabad-Alpha One Mall,1218,9138,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 007,West,Topwear,Shirt,Printed,A1,A2,GREEN,XXL,1,1799,192.76,1606.24,1799
Eomm,04-04-2025 10:42,03-Apr-25,1448,RMZ Gallaria-Bangalore-LS,1219,9139,CARGO SHORTS,APP 008,West,Topwear,Jacket,Woven,A1,A2,BLACK,38,1,2199,235.6,1963.4,2199
Eomm,04-04-2025 10:42,03-Apr-25,1449,RMZ Gallaria-Bangalore-LS,1220,9140,SHORTS,APP 009,West,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1570.19,168.24,1401.95,1799
Eomm,04-04-2025 10:42,03-Apr-25,1450,Phoenix Market City-LS-BLR,1221,9141,ELASTIC WAIST BAND CHINO SHORTS,APP 010,West,Topwear,Jacket,Woven,A1,A2,GREEN,36,1,1799,192.76,1606.24,1799
Lifestyle,04-04-2025 10:42,03-Apr-25,1451,Phoenix Market City-LS-BLR,1222,9142,COTTON LYCRA CARGO PANT,APP 001,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,2879.1,308.48,2570.62,3199
Lifestyle,04-04-2025 10:42,03-Apr-25,1452,Quest Kolkatta,1223,9143,SHORTS,APP 002,West,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,1799,192.76,1606.24,1799
Lifestyle,04-04-2025 10:42,03-Apr-25,1453,Quest Kolkatta,1224,9144,ELASTIC WAIST BAND CHINO SHORTS,APP 003,West,Topwear,Jacket,Woven,A1,A2,BEIGE,36,1,1799,192.76,1606.24,1799
Lifestyle,04-04-2025 10:42,03-Apr-25,1454,MBD Neopolis - Ludhiana,1225,9145,CHINO SHORTS,APP 004,West,Topwear,Jacket,Woven,A1,A2,WHITE,38,1,1458.44,156.26,1302.18,1699
Lifestyle,04-04-2025 10:42,03-Apr-25,1455,Runwal - Ghatkopar,1226,9146,PELICAN  PRINTED CHINO SHORTS,APP 005,West,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1549,165.96,1383.04,1799
Lifestyle,04-04-2025 10:42,03-Apr-25,1456,MGF - Jaipur,1227,9147,CHINO SHORTS,APP 006,West,Topwear,Jacket,Woven,A1,A2,BLACK,34,1,1699,182.04,1516.96,1699
Lifestyle,04-04-2025 10:42,03-Apr-25,1457,MGF - Jaipur,1228,9148,CORE CARGO PANT TWILL LYCRA,APP 007,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,36,1,2494.63,267.28,2227.35,2799
Lifestyle,04-04-2025 10:42,03-Apr-25,1458,MGF - Jaipur,1229,9149,ELASTIC WAIST BAND CHINO SHORTS,APP 008,West,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1603.37,171.78,1431.59,1799
Lifestyle,04-04-2025 10:42,03-Apr-25,1459,Oasis - Bangalore,1230,9150,ELASTIC WAIST BAND CHINO SHORTS,APP 009,West,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1549,165.96,1383.04,1799
Centro,04-04-2025 10:42,03-Apr-25,1460,METROPOLIS MALL GURGAON,1231,9151,COTTON LYCRA CARGO PANT,APP 010,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,-1,-3199,-342.76,-2856.24,-3199
Centro,04-04-2025 10:42,03-Apr-25,1461,Vega City Mall-LS-BLR,1232,9152,CHINO SHORTS,APP 001,West,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1699,182.04,1516.96,1699
